E_i,S_i
25150,15864
19447,15862
21796,15861
27718,15860
9083,15855
4882,15853
2721,15852
11973,15846
9497,15844
3010,15841
26203,15840
660,15838
13886,15835
28381,15834
14699,15833
8722,15832
22016,15826
16663,15825
4257,15823
7453,15821
5891,15820
11377,15818
27999,15817
15464,15816
13138,15815
1842,15814
1875,15813
16188,15812
28828,15811
10663,15809
19294,15808
11265,15807
3942,15805
8708,15803
4919,15801
23386,15800
2185,15799
20463,15798
13477,15797
26287,15795
14423,15794
18984,15793
9734,15792
21189,15789
3731,15788
19860,15787
1893,15786
24476,15784
9069,15782
9946,15780
1345,15776
24600,15773
14976,15772
708,15770
11885,15769
27011,15768
3248,15767
17055,15765
14920,15764
840,15761
17558,15756
7623,15755
13702,15754
11751,15753
18414,15752
1616,15748
6475,15747
17218,15746
28616,15745
25341,15743
10653,15742
28413,15741
8455,15737
16193,15734
13436,15732
5741,15730
28793,15729
16128,15728
20151,15727
5130,15725
22910,15722
24249,15720
22822,15717
6164,15714
16380,15712
26098,15708
8341,15705
12500,15702
19958,15699
22259,15696
26796,15695
14836,15692
13277,15691
23575,15689
14782,15688
28905,15687
17196,15686
20765,15685
24739,15683
10416,15681
6601,15678
5015,15676
7865,15674
10021,15673
27632,15672
23658,15668
10575,15667
28515,15666
6751,15664
20093,15663
17807,15661
13892,15659
392,15658
19530,15654
19155,15652
17857,15647
11145,15646
3767,15644
24296,15641
21741,15639
13584,15636
23416,15635
19136,15634
24669,15632
7286,15630
4799,15628
29625,15626
21202,15625
28812,15623
8272,15620
19376,15619
9438,15618
14693,15617
17415,15616
8080,15614
11589,15610
1334,15609
24203,15608
21767,15604
18745,15603
29728,15597
9901,15596
29552,15595
29869,15593
27985,15590
23592,15589
29309,15588
18959,15586
4938,15584
29595,15581
8341,15578
580,15574
14200,15571
5975,15570
6900,15567
9720,15566
1824,15565
20743,15564
21064,15562
19581,15561
29581,15559
26282,15558
8574,15552
10498,15550
23160,15549
26136,15547
205,15546
24768,15540
17890,15539
2411,15537
2057,15532
10124,15531
25156,15530
2410,15528
11009,15527
18906,15524
8643,15523
9565,15521
880,15520
13764,15515
5819,15514
5446,15513
9080,15512
14443,15507
21623,15504
23796,15503
7498,15502
5709,15500
6028,15498
22933,15494
20429,15493
12609,15490
16106,15488
21143,15486
7902,15485
28646,15484
8781,15482
13411,15477
20472,15475
13022,15474
15636,15473
17522,15472
5686,15471
4726,15469
24099,15468
16718,15464
9743,15463
16034,15462
22270,15460
24440,15459
7302,15458
21105,15457
6330,15454
21528,15453
18839,15451
24089,15450
16233,15446
3406,15443
14584,15442
14484,15441
22158,15440
25597,15437
3813,15433
7411,15432
15989,15430
23530,15429
20281,15428
29040,15426
16064,15424
25697,15422
6572,15420
22233,15418
14979,15417
20355,15413
131,15412
17074,15411
13334,15410
3683,15406
26633,15405
11060,15403
19441,15402
26353,15397
25363,15396
29301,15394
23367,15393
14259,15392
28064,15391
28316,15390
10779,15389
2353,15385
609,15381
23986,15379
9470,15373
12830,15369
5106,15367
21481,15366
23213,15365
12905,15364
14467,15358
15825,15357
20654,15356
26948,15354
16526,15352
28459,15350
1126,15348
4244,15346
16955,15344
12820,15343
19367,15342
1004,15338
13721,15337
19909,15336
13517,15335
852,15334
5372,15333
13023,15329
25377,15327
22110,15324
27456,15323
13603,15320
6641,15317
18930,15316
15354,15315
9888,15314
22718,15313
25866,15311
29962,15309
11776,15308
27519,15306
28148,15304
1350,15302
12000,15300
6285,15292
11143,15291
3148,15288
15229,15287
24478,15286
26288,15284
25362,15282
8343,15281
13910,15280
3170,15274
27734,15271
6908,15270
15210,15268
17305,15267
26509,15266
16469,15263
8031,15262
15486,15254
17552,15253
21279,15252
3730,15251
25267,15250
22000,15249
21127,15246
26322,15242
14013,15238
7528,15235
14154,15233
22914,15232
23840,15230
7589,15229
1597,15227
18675,15226
2209,15221
16657,15220
11244,15219
8205,15217
13259,15213
1936,15209
21890,15208
29204,15207
26550,15203
24727,15202
5331,15199
29926,15198
23972,15189
26907,15187
17161,15185
25718,15184
15297,15182
26098,15177
6371,15175
24696,15174
27375,15169
12278,15167
29078,15166
18587,15165
16783,15164
28202,15162
14570,15161
25784,15160
7678,15159
18215,15158
23472,15156
17564,15155
26206,15153
13236,15152
3549,15151
10743,15147
16658,15146
25674,15145
20522,15144
6334,15143
3081,15142
26912,15141
20655,15140
16125,15138
27944,15137
25101,15134
815,15129
6163,15126
11567,15125
29321,15124
2270,15122
5788,15121
21130,15120
6795,15119
9697,15116
15953,15115
6659,15114
5236,15113
19670,15112
27596,15110
29340,15109
5412,15107
3507,15106
13448,15103
576,15102
7076,15101
9471,15100
9776,15099
11319,15097
17329,15096
26086,15095
19622,15094
11806,15088
23080,15082
17307,15081
16977,15080
11917,15079
22425,15078
19205,15077
24018,15072
14503,15070
12110,15069
29029,15068
3143,15064
4787,15061
21227,15060
15481,15056
15473,15054
19437,15051
17347,15049
3273,15047
16432,15044
23647,15043
22145,15041
27138,15039
18052,15035
1276,15034
15768,15033
21866,15023
23028,15022
1956,15021
5708,15019
11510,15017
11999,15016
8138,15014
24258,15013
25928,15009
22693,15008
11373,15007
22864,15006
24961,15004
3580,15001
20077,15000
98,14997
14787,14995
9549,14992
20124,14988
26214,14981
6481,14978
10017,14975
3184,14974
14731,14973
14233,14971
16613,14970
617,14966
19109,14965
680,14964
17083,14960
5579,14958
27473,14955
29009,14954
14164,14953
10434,14951
29045,14950
16186,14949
6829,14942
25525,14941
13632,14939
22590,14938
24987,14937
23189,14936
27816,14935
12960,14933
2655,14932
7198,14928
24580,14926
11995,14925
24429,14923
26355,14919
10167,14917
1768,14916
17536,14915
20248,14914
13253,14913
5046,14911
10,14910
7652,14909
22759,14907
13695,14905
26194,14903
14552,14902
26354,14901
8579,14899
13120,14898
8215,14896
21289,14893
12492,14891
25747,14888
19793,14887
29935,14886
28727,14884
11464,14881
20107,14879
8773,14878
18412,14877
17249,14875
5131,14871
14592,14870
17618,14868
14668,14862
13601,14861
1945,14859
26321,14857
10932,14856
3633,14854
28225,14852
28152,14851
20726,14844
7382,14843
14498,14840
8172,14839
864,14836
22941,14834
10173,14831
1594,14829
21412,14828
9851,14827
15858,14825
18793,14823
1068,14822
15296,14821
28914,14820
20865,14819
28028,14818
227,14817
6711,14816
29539,14814
6823,14813
16238,14811
26013,14810
8584,14806
13327,14805
13121,14804
18127,14803
28871,14802
29369,14801
23236,14800
20676,14799
5978,14798
7895,14797
19222,14796
13406,14793
19456,14792
886,14788
28481,14786
23207,14785
7478,14781
19201,14775
8779,14773
12520,14772
13227,14771
19008,14770
5087,14769
5162,14767
17476,14764
9245,14763
5413,14760
1907,14759
13308,14757
668,14756
4155,14755
9382,14754
27555,14752
24607,14750
18108,14746
23424,14743
19901,14742
12623,14741
1476,14740
17997,14739
7255,14738
19852,14736
28698,14733
22777,14732
27444,14729
9525,14728
7858,14727
16790,14725
11597,14721
20577,14718
16942,14715
17194,14714
16980,14713
21906,14712
28869,14711
10057,14706
7958,14705
11353,14702
25660,14701
2401,14700
21764,14699
22042,14695
24416,14693
12508,14690
6934,14688
150,14687
20052,14686
17375,14684
8995,14683
26223,14681
23461,14680
17146,14679
10348,14676
2110,14675
6276,14674
21079,14673
13421,14672
26875,14667
2121,14666
14576,14664
8674,14663
23934,14662
16785,14659
3291,14658
17574,14655
24203,14654
19511,14652
6929,14646
18725,14645
16114,14643
7589,14640
29308,14639
16580,14637
17475,14635
19062,14632
11276,14631
15013,14628
27069,14627
24072,14625
15526,14624
29389,14622
5423,14621
7084,14619
11401,14617
21588,14616
29084,14615
10993,14613
23815,14611
9030,14610
15804,14607
28670,14605
4324,14604
17397,14601
29344,14600
21356,14595
20644,14593
11510,14592
2073,14591
3819,14590
18403,14585
4804,14584
1779,14581
25586,14580
23888,14579
13772,14575
26464,14573
21404,14572
10905,14570
12217,14569
13510,14568
25866,14567
2584,14564
26973,14562
23382,14561
25880,14558
28070,14557
19808,14556
8378,14553
20577,14552
22429,14550
18314,14549
17568,14548
6187,14546
23819,14545
23106,14544
27614,14543
12428,14540
10099,14538
3087,14536
27747,14535
29865,14534
6613,14528
29544,14527
410,14524
3739,14523
13720,14522
10187,14517
19761,14516
9384,14515
4799,14514
18365,14512
27531,14511
3058,14510
28713,14509
29201,14508
6736,14506
9961,14505
26618,14504
16050,14501
19154,14500
22493,14496
21065,14494
27599,14493
28350,14491
15498,14489
3101,14488
15102,14486
7174,14484
26411,14483
14214,14482
23138,14480
14559,14479
15033,14475
4377,14474
12489,14473
26800,14470
5613,14469
14409,14468
12220,14466
5303,14465
658,14463
28975,14462
12655,14461
482,14460
9826,14457
954,14454
25802,14453
5632,14452
9775,14450
24616,14448
7731,14447
23154,14445
28001,14442
15908,14441
14299,14440
13381,14437
23433,14436
8007,14431
27075,14428
24154,14425
2284,14423
17839,14422
15259,14421
14536,14419
13809,14412
25472,14411
11831,14410
25009,14407
22974,14403
11823,14402
12110,14401
5652,14394
2218,14393
4256,14391
28948,14390
26646,14389
6296,14385
21059,14383
25403,14381
20726,14379
18662,14375
24763,14373
23023,14372
1299,14371
25507,14368
12390,14367
21235,14366
24931,14364
26671,14363
17280,14359
1005,14356
12445,14354
28891,14352
13860,14348
20781,14346
4755,14345
8303,14344
27723,14343
10150,14336
23018,14335
26099,14332
17190,14330
25526,14328
18804,14327
16693,14326
20040,14325
22467,14324
3908,14323
11772,14320
11927,14319
14733,14318
10472,14317
21470,14316
22099,14315
19946,14314
25037,14312
13161,14311
5377,14309
25311,14307
3828,14306
20781,14305
23724,14303
6214,14301
2579,14300
28622,14299
8072,14298
9841,14297
19497,14296
24462,14293
26671,14292
14377,14289
15415,14288
10128,14287
20386,14285
25880,14284
1627,14283
25152,14280
29894,14275
4758,14273
11612,14271
15029,14268
6709,14267
16204,14265
24364,14264
24617,14261
19636,14260
15992,14259
26334,14253
29885,14252
16627,14249
29706,14246
6501,14244
4877,14243
20949,14239
11465,14237
24865,14236
26164,14235
18893,14232
24158,14231
21971,14230
26945,14229
6117,14228
27548,14227
16682,14226
17600,14224
12753,14223
6486,14218
5708,14212
1111,14211
27698,14208
23543,14207
24125,14206
9624,14205
4254,14204
7760,14203
17108,14196
2815,14195
13817,14194
3585,14191
10970,14188
9837,14187
24630,14185
26003,14183
18504,14179
20186,14178
1638,14175
12405,14173
27332,14172
759,14165
29461,14164
23744,14163
7178,14161
7209,14159
22886,14158
17741,14157
16424,14156
11789,14152
7376,14144
27699,14143
15616,14141
23705,14140
16000,14136
21504,14135
1088,14133
13872,14132
16152,14129
27153,14128
17945,14124
17487,14122
11293,14120
6573,14119
18492,14118
3334,14117
18210,14115
7920,14113
18355,14112
20307,14102
1784,14098
27493,14097
13399,14096
24071,14094
4892,14093
17605,14092
23930,14091
18096,14090
21467,14089
27605,14088
18370,14086
16744,14083
21596,14082
8103,14081
2254,14078
27204,14077
5714,14075
6382,14074
7993,14072
24883,14071
18135,14070
1688,14067
19198,14066
3268,14065
24797,14064
18442,14063
24518,14061
13600,14059
8181,14056
18980,14055
17929,14054
22483,14051
8637,14049
1187,14047
19442,14046
24233,14044
5453,14043
29662,14041
10836,14039
17500,14035
9684,14034
12161,14031
1986,14030
29835,14029
29840,14028
12247,14027
17840,14026
7924,14023
4362,14020
7411,14017
238,14014
24574,14013
10094,14008
28692,14005
18205,14003
11690,14002
23463,13998
28781,13995
9135,13994
27803,13992
17515,13991
2674,13989
22471,13988
7834,13987
25365,13986
26727,13985
9020,13982
11322,13980
3954,13979
4064,13978
11974,13974
1973,13973
3347,13972
5430,13971
4650,13967
27039,13966
21135,13963
14073,13960
7713,13958
25539,13954
21183,13948
6451,13945
22547,13941
7088,13939
13159,13938
21619,13937
24345,13936
6474,13934
8033,13933
12454,13932
1412,13928
3528,13925
7857,13923
8549,13922
20814,13921
7884,13919
23534,13913
13986,13911
27949,13910
24023,13909
26701,13908
28830,13906
4581,13905
5478,13903
4442,13900
15499,13899
25611,13897
593,13895
3673,13894
178,13893
6744,13892
27750,13890
28064,13888
8213,13886
26235,13885
28688,13884
21690,13883
16308,13882
9222,13879
7901,13877
7608,13876
11432,13875
25995,13874
9833,13870
21728,13869
2848,13867
7173,13866
4713,13865
23609,13864
19073,13856
1505,13855
13514,13854
29974,13853
6381,13850
15826,13849
29205,13846
20508,13843
25274,13840
17569,13836
25051,13834
28674,13831
14237,13828
20559,13827
29904,13824
269,13823
28593,13822
12736,13818
3513,13816
20635,13813
14385,13810
24052,13808
16952,13806
28945,13805
29952,13802
21002,13801
4262,13795
16766,13792
23602,13791
4147,13790
8115,13788
16249,13784
18508,13782
22944,13780
22892,13779
23487,13778
17273,13777
18658,13768
8462,13767
25817,13764
12149,13763
22662,13761
9391,13757
241,13756
18141,13755
2699,13754
14930,13750
22020,13748
17298,13747
4340,13745
7905,13744
4003,13742
16230,13739
25473,13738
22200,13736
21649,13735
24767,13733
17811,13730
23525,13729
27128,13728
880,13727
12867,13726
19879,13725
2986,13722
2347,13717
4722,13716
25298,13715
18144,13714
18241,13713
27208,13712
1631,13709
10748,13708
22681,13707
19620,13706
10174,13705
2428,13702
29016,13701
18780,13700
22025,13699
3498,13698
4939,13697
15568,13695
19080,13694
15794,13693
7318,13688
17271,13687
22033,13685
9029,13684
12795,13682
25176,13680
23449,13677
7107,13675
7246,13673
15783,13671
8891,13669
19094,13668
14639,13665
9384,13664
25184,13663
3772,13662
26439,13658
7534,13656
20631,13655
16562,13654
20850,13653
3254,13651
7519,13649
17489,13646
27718,13645
19029,13644
28831,13643
8040,13641
25918,13639
8007,13636
10209,13635
1508,13634
17910,13633
22459,13631
29195,13629
25019,13628
3616,13627
20403,13624
1533,13622
20111,13621
16117,13620
22122,13619
15190,13618
20834,13616
29738,13613
20231,13612
19331,13611
16141,13606
3853,13604
23897,13602
9563,13601
12586,13599
27145,13596
20869,13595
26557,13594
26876,13593
12656,13592
14849,13591
6617,13590
22358,13589
23248,13588
20766,13587
18581,13586
21470,13585
7852,13584
23371,13581
338,13580
621,13578
23084,13571
12834,13564
25461,13563
11131,13562
15893,13560
10608,13558
22239,13557
28884,13556
3685,13555
18898,13553
14253,13550
14334,13549
9464,13548
13749,13546
9131,13545
20683,13540
14537,13538
10001,13537
24739,13527
13061,13526
14335,13525
92,13522
14199,13519
3577,13518
7452,13515
3598,13514
11092,13510
1285,13509
6938,13503
13115,13502
27342,13500
21695,13498
16131,13496
29714,13495
9538,13494
24757,13491
22898,13490
5671,13489
4677,13488
9597,13487
29909,13486
14710,13485
14902,13483
20739,13481
23876,13479
1755,13478
18844,13476
20164,13475
2404,13473
4496,13471
7772,13470
22304,13468
25654,13465
11344,13464
6166,13463
10831,13460
8308,13457
2979,13455
20353,13454
2100,13453
18949,13452
27557,13451
4065,13450
25474,13449
247,13446
21606,13441
22745,13440
3436,13438
20422,13434
20358,13432
6995,13426
501,13425
4061,13423
1572,13422
2279,13420
24079,13418
27319,13412
26249,13411
27096,13410
5825,13409
3267,13407
4326,13405
3906,13403
1680,13401
18172,13399
28828,13398
14431,13394
2481,13393
5767,13388
12379,13387
7975,13386
18065,13385
24388,13382
22045,13380
2705,13379
13529,13378
14328,13377
8876,13376
13219,13375
11507,13374
16560,13368
18977,13366
23509,13364
9614,13363
25925,13362
19372,13361
698,13360
15474,13357
8701,13356
19879,13355
12062,13352
24392,13351
25161,13349
29073,13348
2766,13347
11188,13345
18507,13341
6170,13337
19323,13335
29392,13334
19326,13333
29217,13331
17359,13328
17431,13326
14704,13325
22280,13322
19426,13317
8411,13312
6077,13310
7116,13309
29155,13308
7028,13306
5066,13303
14125,13298
20767,13294
396,13293
18861,13289
24266,13288
3510,13287
5683,13286
2992,13285
4211,13283
10637,13282
3550,13280
17601,13279
15498,13275
4958,13273
10230,13272
1618,13271
29707,13269
8053,13264
11569,13263
29591,13262
11662,13260
10909,13257
15568,13255
22542,13253
18782,13252
25079,13250
26461,13249
8144,13247
29794,13246
27796,13243
13046,13242
21045,13241
26370,13239
14206,13237
9348,13236
10729,13235
18359,13233
1385,13229
7107,13228
29243,13227
9563,13226
25178,13225
9884,13222
24244,13220
28660,13216
5833,13215
19152,13209
29811,13208
8735,13207
22809,13206
25214,13205
16223,13204
26933,13202
20432,13198
13626,13197
28683,13195
9347,13192
16557,13191
25474,13189
10038,13187
7402,13186
9493,13184
18722,13181
14149,13180
19295,13179
3086,13176
8349,13174
9567,13171
29842,13170
20480,13167
1463,13166
26841,13162
15892,13161
14921,13160
4263,13159
13192,13158
19409,13153
27549,13152
24373,13151
9432,13150
17034,13145
12904,13143
19355,13142
5009,13141
6442,13139
6028,13138
16444,13137
16269,13136
28448,13135
13911,13134
6121,13132
23852,13131
10891,13130
14404,13129
18996,13128
25400,13125
15451,13124
21627,13123
29745,13118
17176,13115
940,13114
21893,13111
18875,13110
10424,13109
2288,13108
27107,13106
3972,13104
24128,13103
475,13101
23956,13100
6647,13098
1695,13096
16930,13094
1823,13092
3377,13089
26197,13088
5818,13084
7035,13083
3430,13081
25916,13076
22462,13074
6701,13073
28694,13072
28778,13071
17621,13070
858,13069
26812,13067
12993,13066
134,13063
22720,13062
17911,13059
7264,13057
21397,13055
17272,13053
27676,13052
13521,13049
26025,13048
9949,13047
11854,13044
9893,13042
1938,13041
15461,13040
8395,13038
2337,13037
13484,13036
2040,13034
3190,13033
12255,13032
27118,13031
23721,13020
2654,13014
1732,13010
28747,13006
26306,13005
8927,13003
975,12999
27608,12998
26764,12995
2416,12994
5725,12992
18619,12990
19399,12985
758,12981
6467,12979
12078,12976
16308,12975
3318,12974
4308,12973
10081,12972
23760,12971
26803,12970
29983,12968
22446,12964
1338,12963
16010,12962
25619,12961
12568,12959
13615,12957
9792,12955
27795,12954
21695,12953
8964,12952
13397,12949
24775,12948
3779,12947
6995,12942
25816,12940
18762,12939
18,12938
8887,12937
4682,12932
10223,12931
27650,12930
18456,12927
22555,12926
2780,12925
11510,12923
13759,12920
13765,12918
25802,12916
24097,12914
29038,12911
22888,12910
14124,12909
22846,12907
23024,12901
14200,12899
20542,12896
4521,12892
22508,12887
11332,12885
21269,12882
18898,12879
1458,12878
5969,12876
28035,12872
1919,12869
26839,12866
22786,12865
9385,12864
11231,12861
27621,12860
10322,12859
23933,12858
3174,12846
23501,12843
6743,12841
8022,12840
13704,12839
14517,12838
15321,12837
15325,12836
28265,12835
3566,12833
11404,12831
15956,12830
9701,12829
3941,12828
9930,12826
18112,12824
28636,12823
4008,12821
2186,12819
13081,12818
19902,12817
26332,12816
23473,12811
20559,12810
10168,12809
18923,12808
11041,12807
16127,12806
3197,12799
16492,12797
7555,12792
7252,12791
24266,12788
16017,12781
16645,12780
15960,12778
22767,12777
29538,12776
16649,12775
24701,12772
916,12771
26779,12769
3397,12767
9816,12766
6535,12765
27604,12761
14754,12760
20188,12759
10202,12757
16004,12756
15952,12754
14221,12753
29025,12752
17980,12751
27884,12749
19029,12748
9201,12747
25677,12746
12080,12744
7938,12742
4609,12737
14051,12736
12357,12735
8275,12733
12150,12731
19880,12729
4762,12727
28288,12726
8535,12725
4123,12723
26043,12721
26949,12720
16644,12719
29499,12718
2199,12717
19800,12715
26529,12714
20271,12712
9566,12711
16704,12709
6282,12708
14182,12705
20924,12702
25441,12701
16280,12700
5951,12699
20330,12698
25600,12697
20624,12696
2326,12692
8937,12690
26820,12686
6185,12685
1738,12683
16262,12682
4165,12680
7203,12679
239,12678
10216,12677
22762,12676
8048,12675
23055,12673
9805,12672
12623,12670
11670,12669
14353,12664
12866,12661
29266,12660
28066,12658
17505,12657
14434,12654
1467,12651
24163,12648
22159,12647
19028,12644
2013,12643
29059,12642
16180,12640
7990,12639
16084,12637
16816,12636
17744,12635
23902,12633
22431,12632
7685,12631
14532,12630
17491,12627
13575,12623
29991,12622
8623,12620
20059,12616
14295,12615
29615,12614
21009,12607
5119,12606
6923,12605
8926,12603
4025,12602
4097,12601
28950,12598
21659,12595
24910,12594
22916,12593
16705,12592
16348,12591
14978,12590
7656,12589
11997,12588
6469,12587
23980,12584
12407,12581
20987,12579
2628,12578
24783,12576
27060,12575
29289,12574
924,12572
12585,12571
14871,12567
15549,12563
9899,12561
18332,12557
19599,12556
16575,12555
7711,12549
28751,12547
22630,12545
1340,12544
27071,12543
8512,12541
16458,12538
10343,12537
16994,12535
11141,12532
6033,12531
23259,12529
10669,12527
8920,12526
18576,12524
17665,12523
20733,12522
24621,12520
9191,12517
24113,12515
8474,12513
8030,12512
13364,12511
6272,12510
25522,12509
9731,12508
15047,12505
17201,12503
2431,12499
20752,12497
1142,12495
2479,12494
27328,12491
609,12490
15643,12485
11731,12484
1422,12482
20641,12480
19827,12477
27124,12469
3247,12466
2055,12464
14625,12462
26188,12461
8284,12460
25798,12458
28934,12457
28538,12456
14834,12454
27542,12451
7942,12450
12634,12448
15983,12444
15831,12441
13368,12440
6612,12438
7305,12435
4373,12433
966,12430
14575,12427
28955,12425
7308,12424
22568,12423
29946,12422
1116,12418
25434,12417
19496,12416
28771,12415
24400,12413
16261,12412
6846,12409
27272,12404
1133,12401
19834,12400
1267,12399
1014,12397
9110,12395
18244,12394
29643,12393
16854,12391
13489,12390
4000,12388
1117,12387
6105,12384
29506,12383
26661,12381
6391,12379
2402,12376
2336,12375
3715,12374
18095,12368
3419,12364
11961,12358
21619,12356
1118,12353
17223,12352
25370,12350
6922,12349
15329,12346
29416,12344
1613,12340
5005,12339
23116,12337
25157,12332
11220,12330
5201,12329
314,12325
13535,12323
5833,12322
9028,12320
10755,12319
11624,12317
7008,12316
8991,12315
26036,12313
28996,12311
4690,12310
16173,12307
1656,12305
16064,12304
8348,12303
17874,12302
28105,12299
10704,12296
26057,12295
16294,12294
3467,12292
16942,12289
9443,12287
26365,12284
2424,12282
19919,12281
16344,12280
25485,12278
29474,12277
29837,12275
6547,12274
1270,12273
15228,12271
14757,12270
16249,12269
29106,12268
27367,12266
29987,12264
21978,12261
9802,12258
12244,12252
859,12251
5796,12249
6442,12247
15998,12246
28537,12242
16230,12241
13790,12239
25328,12238
793,12237
18968,12236
16586,12235
25528,12234
10016,12233
23429,12229
587,12227
26086,12224
8790,12220
11607,12218
16272,12217
4917,12215
3381,12214
10288,12212
15380,12210
20786,12209
10966,12204
13250,12203
13435,12198
18144,12197
14522,12196
20688,12193
8750,12191
8557,12189
25317,12188
27057,12186
15202,12182
11750,12181
11272,12179
3566,12177
15418,12176
17844,12175
26819,12173
21473,12171
26074,12170
19233,12167
24321,12164
14359,12163
12851,12158
22397,12156
10340,12152
26071,12150
15152,12149
22596,12145
15344,12143
14158,12141
13579,12139
5430,12138
12036,12136
24423,12130
5897,12129
5115,12127
10689,12126
9851,12125
22445,12122
5270,12117
26154,12116
21402,12115
4252,12111
29492,12110
26046,12107
10380,12106
19343,12103
21610,12102
12433,12100
26696,12096
315,12092
16799,12091
1853,12090
24925,12088
1532,12087
28505,12085
11840,12084
29295,12083
4527,12082
22429,12081
18,12078
8279,12076
29767,12075
16924,12074
26480,12073
27903,12072
20416,12071
12874,12069
7419,12067
2302,12066
19849,12062
16375,12061
10168,12059
20842,12058
15316,12057
5535,12056
262,12055
21718,12053
16929,12052
17309,12050
6864,12049
26454,12048
26571,12046
6589,12045
26683,12044
10321,12042
7117,12039
17887,12038
27930,12037
10158,12034
16634,12030
24801,12029
25586,12027
29313,12026
20971,12024
4030,12023
7380,12020
933,12019
9386,12017
2231,12016
19188,12014
29987,12013
12326,12010
6469,12009
7615,12008
10899,12006
668,12004
25556,12003
8507,11999
2396,11996
4395,11993
13098,11991
27232,11988
5427,11986
13990,11985
2748,11983
13392,11982
26443,11980
23240,11978
10906,11977
2149,11975
29875,11974
22670,11971
19467,11968
22181,11967
27687,11964
27760,11962
7660,11955
19575,11953
11172,11950
19538,11949
6338,11947
25785,11946
5048,11945
16183,11944
28844,11943
22265,11941
2269,11940
14844,11939
4280,11937
20212,11936
11309,11935
24047,11934
12195,11929
1555,11926
15474,11925
8437,11920
20263,11919
14372,11917
29390,11915
7234,11913
14774,11912
24426,11909
23729,11907
2402,11902
8527,11901
1650,11899
20618,11898
7681,11897
29361,11896
4281,11894
14994,11892
6589,11891
27100,11889
402,11888
3810,11887
5593,11886
27427,11885
7757,11883
22553,11881
24758,11879
9905,11875
26188,11873
16210,11872
25749,11870
27164,11868
12871,11867
249,11865
8077,11863
21021,11862
16583,11859
14185,11856
19885,11850
9173,11849
3096,11848
18466,11846
5669,11844
6009,11841
26203,11840
29725,11839
19764,11838
13675,11837
4735,11836
18269,11835
22737,11833
8858,11827
1934,11826
14606,11825
7282,11821
13846,11818
367,11816
7644,11814
28287,11813
27917,11810
7964,11806
19640,11805
25513,11802
12743,11801
11841,11800
4298,11795
27992,11794
16448,11791
18879,11790
16859,11788
3746,11786
1954,11785
8568,11784
1370,11783
21887,11782
26846,11779
21674,11778
10578,11776
25504,11775
24817,11773
12276,11766
23370,11764
6139,11763
22217,11762
1113,11760
10698,11759
17148,11757
20377,11755
27529,11754
8379,11753
26359,11752
13930,11751
29722,11750
16391,11748
1047,11747
13850,11745
12514,11743
482,11740
1796,11739
4548,11737
2113,11736
4355,11734
22463,11733
25921,11732
5863,11730
11779,11729
9508,11728
26557,11723
25459,11722
17422,11721
12378,11718
15714,11713
19312,11711
28515,11708
23223,11707
10297,11703
13657,11702
17603,11701
17763,11699
10021,11698
28239,11697
7038,11696
26099,11694
7059,11693
14820,11689
5124,11687
5250,11686
22158,11683
25216,11680
21471,11678
1212,11677
6389,11676
1898,11675
25483,11673
20713,11672
17758,11669
4992,11668
24213,11661
29845,11660
15010,11659
28233,11657
20695,11656
3167,11650
1482,11648
20762,11646
4205,11645
29222,11644
13539,11642
20080,11641
24372,11637
11445,11635
20161,11632
15908,11630
11184,11627
28835,11626
17593,11625
17780,11624
8396,11622
29903,11619
20614,11617
27048,11616
4952,11614
29540,11611
13609,11608
17891,11607
18307,11606
26481,11605
13182,11604
19640,11603
15065,11600
12,11597
24049,11593
10067,11588
561,11587
17129,11586
13541,11585
4567,11584
24761,11583
11592,11580
1814,11578
24080,11577
9450,11575
27480,11574
13222,11573
176,11572
17382,11571
13836,11570
28222,11564
5211,11563
24551,11560
1831,11559
14704,11557
6619,11555
22655,11552
9405,11551
9649,11550
5789,11548
13556,11547
21423,11545
4490,11544
23964,11543
25403,11540
5791,11537
13951,11535
12988,11534
19437,11533
16111,11532
16091,11531
13956,11529
3948,11523
7130,11522
14319,11519
19788,11516
15518,11515
5954,11512
7546,11509
27834,11505
10365,11502
13884,11501
8683,11500
16703,11498
1436,11497
12886,11494
14509,11491
13912,11488
7407,11484
9667,11483
23600,11481
29814,11477
29303,11475
7113,11473
13361,11472
1775,11471
24457,11468
20512,11466
9332,11462
13797,11459
3805,11458
12082,11455
5610,11453
12592,11451
6212,11447
17260,11446
6989,11443
1082,11440
6608,11439
25303,11438
15920,11436
13450,11434
23489,11429
20867,11425
27693,11424
13697,11419
694,11417
21759,11414
1454,11412
3055,11411
7210,11409
13202,11407
28094,11406
10426,11405
777,11404
14789,11401
7469,11398
25860,11393
7956,11391
29267,11389
24202,11388
16192,11386
1189,11380
4352,11379
15551,11370
9798,11369
25794,11368
10067,11365
2491,11363
22415,11362
27855,11361
6504,11360
1627,11358
1757,11357
10268,11355
8337,11354
9686,11353
3943,11352
27883,11351
7313,11349
12640,11347
13544,11346
7569,11342
22335,11340
24363,11339
1287,11337
23420,11336
2446,11335
18925,11334
3065,11333
24552,11332
3136,11330
13148,11329
29234,11327
6416,11326
23242,11324
16517,11323
28987,11322
1547,11320
26836,11318
9436,11317
21053,11316
19361,11314
5533,11313
1184,11311
10123,11310
29788,11308
25616,11307
8496,11303
22314,11301
5878,11299
6575,11298
26238,11296
22043,11294
10183,11290
19489,11289
16525,11288
