E_i,S_i
4381,5890
17368,5889
14584,5884
14493,5883
19408,5877
209,5875
2015,5874
4944,5870
12589,5868
3819,5867
17070,5864
14230,5861
3131,5860
6021,5858
19191,5857
18190,5855
15054,5853
4603,5848
6683,5847
3422,5845
18511,5844
8729,5843
17631,5836
8126,5835
15943,5834
11746,5832
2485,5830
19369,5829
879,5828
5198,5821
17430,5819
8575,5816
8607,5815
6825,5814
2622,5813
14857,5812
10446,5805
1730,5804
19133,5800
17860,5796
7833,5794
15007,5791
15934,5790
12393,5789
19254,5787
602,5786
9550,5785
4346,5784
2402,5782
16774,5777
961,5776
8773,5774
17212,5773
9736,5772
17752,5770
3134,5767
11375,5765
11376,5763
15803,5761
12586,5760
19962,5759
17397,5758
10702,5753
14753,5750
7537,5746
16836,5743
12767,5742
15790,5739
8064,5736
13851,5732
4802,5731
10032,5730
17260,5726
1824,5724
19582,5719
14487,5718
3497,5717
17978,5713
14640,5710
11963,5708
2781,5707
9161,5704
15658,5702
8505,5699
1705,5698
604,5697
10801,5693
1456,5692
6189,5690
4117,5689
7940,5688
11399,5686
15016,5683
13095,5679
16511,5678
15607,5676
16526,5675
6067,5674
6931,5673
3159,5670
790,5667
6941,5665
1538,5664
17542,5663
12766,5660
17922,5657
10740,5653
3951,5649
10327,5645
12261,5644
5066,5641
1081,5640
15237,5639
18344,5635
19077,5634
2120,5633
16969,5631
10988,5630
13914,5629
2170,5628
15787,5627
12095,5623
16560,5621
19684,5619
18192,5618
4568,5617
11422,5616
12461,5615
743,5613
3337,5610
19560,5608
13150,5607
17907,5605
17119,5604
16949,5602
3232,5598
8312,5596
6490,5594
6929,5593
793,5589
2134,5587
3464,5583
10962,5582
12731,5581
15330,5579
14037,5578
13916,5577
3773,5576
8349,5573
19371,5571
9043,5570
1947,5567
18183,5566
5819,5564
15959,5561
11480,5560
3021,5559
566,5558
14244,5557
1221,5556
10757,5554
8056,5551
6591,5550
16871,5549
19920,5548
5445,5544
1881,5542
9638,5540
3786,5539
10542,5538
6461,5534
19318,5533
19227,5532
10500,5531
284,5528
17433,5526
5528,5524
19136,5522
773,5521
18867,5518
15933,5517
10202,5514
16351,5510
11700,5509
4377,5507
13289,5506
9274,5501
1852,5497
9824,5494
11836,5493
12048,5492
10257,5491
16936,5490
6182,5488
11291,5487
5531,5486
10653,5485
17628,5483
10710,5482
9351,5481
14997,5474
17570,5473
5634,5471
479,5469
3207,5468
13812,5467
19007,5465
46,5464
9700,5463
15955,5461
2923,5460
13071,5458
3482,5455
9216,5454
12178,5445
7634,5444
6317,5437
9760,5436
12760,5430
6156,5427
15367,5425
8789,5424
15869,5423
8678,5422
14592,5419
19535,5418
2752,5417
7680,5412
14038,5410
19168,5408
9429,5405
19498,5404
7113,5401
19751,5398
10223,5397
16153,5394
16141,5392
5344,5391
2453,5388
1123,5387
18459,5385
9278,5383
7104,5382
10168,5381
9791,5378
12706,5377
3415,5376
10497,5369
5091,5367
14433,5366
8288,5365
15591,5364
2901,5363
14977,5362
18333,5361
13634,5356
8827,5353
10737,5351
155,5350
10831,5349
10712,5347
19985,5346
1279,5342
5087,5341
4955,5340
19518,5337
8804,5334
241,5333
4452,5331
5902,5330
11827,5327
3642,5325
14072,5323
8450,5321
3890,5319
5265,5318
17996,5317
13606,5316
6168,5315
14817,5314
19182,5310
554,5308
12279,5307
9430,5305
18460,5302
7280,5300
16598,5299
12281,5297
16331,5293
17974,5292
8357,5290
3249,5287
11527,5286
4829,5285
11375,5284
8569,5278
8973,5277
3920,5276
465,5273
18620,5270
17342,5269
8361,5266
12374,5265
4579,5264
1680,5260
17350,5259
2734,5258
8091,5257
2452,5255
3962,5253
3701,5249
10512,5248
11373,5245
17232,5244
701,5241
1168,5240
12192,5239
380,5238
18494,5236
11915,5233
17380,5232
13492,5231
499,5226
13521,5223
16118,5222
19653,5221
8503,5219
17277,5218
19439,5212
19792,5208
17536,5206
7259,5204
16119,5201
19630,5198
12197,5197
18475,5196
4320,5195
4723,5194
7674,5192
17799,5191
4966,5190
8100,5189
1722,5186
420,5184
19462,5183
14886,5181
12152,5180
14314,5179
2522,5178
15927,5177
19061,5176
18044,5172
19228,5171
18472,5165
7340,5164
12167,5161
14725,5159
13338,5158
16335,5156
3063,5154
17655,5153
19337,5151
13796,5149
18383,5148
10566,5147
18752,5145
7086,5144
17265,5140
9777,5138
5937,5137
12618,5136
3625,5135
7077,5134
7653,5131
10800,5130
2603,5129
6862,5126
2193,5123
19446,5121
4856,5118
13037,5117
16508,5113
8448,5111
8573,5109
16375,5107
14185,5106
2658,5105
11315,5104
14225,5103
12587,5099
3898,5097
16279,5096
10457,5093
9534,5092
747,5089
13527,5085
3874,5084
17038,5079
15337,5076
12847,5075
2033,5073
3841,5067
1983,5066
9416,5063
12671,5062
12143,5061
6739,5053
1064,5051
17460,5050
615,5049
13542,5048
18908,5045
1240,5044
15967,5043
9472,5042
12295,5041
13625,5040
15041,5039
8235,5038
10245,5037
15191,5036
10331,5035
8485,5034
14617,5033
11548,5032
2854,5031
3975,5030
17417,5028
421,5027
1117,5025
2904,5023
8034,5020
19000,5016
15176,5015
15538,5013
9622,5012
7207,5008
15272,5007
12004,5006
5514,5005
12494,5004
7047,5003
9646,5002
17565,5001
17519,4999
13836,4998
17171,4996
12931,4995
14815,4994
1345,4993
17142,4992
1366,4990
11896,4988
154,4983
1898,4982
9721,4981
12940,4978
3322,4977
13301,4975
15930,4972
1805,4970
9609,4969
4516,4967
3005,4966
3179,4965
17390,4962
6772,4960
19972,4959
11457,4957
10357,4956
9743,4954
9451,4953
16049,4952
19001,4950
1536,4949
5989,4948
16829,4945
3620,4943
2185,4942
15709,4941
13979,4939
13395,4937
2553,4936
15433,4935
6600,4934
16533,4932
126,4930
18138,4928
8977,4927
2904,4926
11517,4925
10421,4923
12676,4921
2485,4917
16835,4915
18713,4914
501,4913
8843,4912
12682,4911
16233,4905
17543,4904
16915,4902
2753,4900
8432,4899
15065,4898
6314,4897
8323,4895
18718,4893
7872,4890
18551,4889
13405,4888
5020,4885
3686,4882
9989,4881
9840,4880
10630,4879
17443,4878
3270,4877
4615,4876
19905,4874
7156,4873
18291,4871
12958,4870
14779,4867
18981,4866
569,4863
11396,4862
1797,4861
17213,4859
6254,4856
8619,4852
8448,4851
14358,4850
16573,4848
8290,4846
11257,4845
18483,4841
1419,4839
11427,4837
16668,4834
4458,4833
16475,4832
3377,4831
819,4830
1269,4829
18176,4828
4816,4822
9012,4817
1661,4815
15611,4813
12864,4812
11232,4811
6243,4808
859,4807
15710,4805
3216,4804
4759,4802
19016,4799
13855,4796
8084,4794
8214,4792
18847,4791
11549,4790
3576,4788
17587,4786
19900,4785
12447,4783
9328,4781
4995,4779
9299,4777
7411,4776
2527,4775
6907,4773
7062,4772
14861,4771
1522,4768
11571,4767
18846,4766
6958,4762
16062,4760
17113,4756
597,4751
19636,4750
13894,4749
13386,4746
6650,4744
16880,4742
12552,4741
10484,4740
5265,4737
11132,4736
10153,4735
9954,4734
16954,4732
8130,4730
8293,4729
1360,4726
5941,4725
2365,4723
3817,4718
14246,4717
18500,4715
5846,4705
17396,4704
6023,4703
439,4699
1705,4694
16628,4692
16895,4690
4951,4685
1225,4684
12203,4683
12079,4681
6513,4680
12792,4679
759,4678
9736,4676
1114,4674
19699,4673
3391,4671
10378,4670
7385,4666
10855,4664
14809,4663
2133,4662
6177,4661
7643,4659
13487,4658
1287,4656
13334,4653
17349,4644
16088,4643
19473,4641
11045,4632
15937,4630
1507,4627
12499,4626
2868,4625
10052,4624
15462,4622
10497,4620
17011,4618
1819,4615
10290,4614
2452,4613
16524,4612
1976,4611
19317,4607
18932,4605
11954,4604
10763,4603
19682,4602
436,4601
13179,4598
14179,4597
12592,4596
17269,4595
1993,4593
17356,4592
6223,4591
3734,4590
14234,4586
11982,4583
18099,4581
4026,4580
11086,4577
8485,4576
19024,4574
9377,4573
14913,4572
4075,4571
19336,4570
15448,4567
691,4565
4830,4563
14984,4562
18378,4561
10529,4560
2391,4559
8784,4558
6076,4556
8906,4555
15636,4554
1379,4547
12514,4546
8719,4545
17224,4542
16731,4541
19007,4539
15115,4535
10562,4534
13550,4532
968,4530
4139,4529
7984,4524
17882,4523
10227,4522
10752,4520
6318,4519
12405,4518
8471,4515
11907,4512
17601,4510
19106,4509
14610,4508
8039,4504
19999,4503
8233,4502
833,4500
7971,4499
601,4498
7451,4497
9879,4495
9665,4494
4542,4491
12627,4489
15210,4488
4218,4487
19417,4481
17818,4479
2138,4478
605,4476
1795,4474
19305,4473
10898,4472
9158,4470
12306,4469
6257,4464
14969,4462
1343,4461
2065,4459
16984,4458
4389,4456
5480,4454
10885,4452
19761,4451
16117,4447
14264,4446
17143,4443
1936,4442
8180,4441
15560,4436
19985,4435
12095,4433
9183,4431
10496,4430
17524,4429
2293,4428
12163,4425
8405,4422
19632,4420
9723,4419
6940,4417
5478,4415
18081,4413
7374,4411
17864,4409
2454,4407
16878,4406
17779,4405
8200,4404
12933,4403
16606,4402
10079,4401
11441,4398
8365,4397
11941,4396
9096,4392
11428,4390
2562,4388
18098,4387
11442,4384
3388,4382
17700,4380
18673,4377
13860,4376
3475,4374
7173,4372
11466,4371
2864,4370
9467,4369
19506,4366
19903,4365
6536,4362
17265,4355
18100,4353
2731,4352
7074,4349
19092,4345
15133,4341
15909,4339
11628,4337
2088,4336
3436,4335
5368,4334
14221,4333
1564,4329
11777,4327
13136,4325
7755,4324
7689,4322
6126,4321
15879,4320
8585,4319
9687,4318
14231,4316
10828,4314
16004,4313
13979,4312
4713,4311
14814,4308
8535,4307
12255,4305
6954,4304
17330,4302
10337,4301
18318,4299
5338,4298
6143,4295
18386,4294
14303,4292
4136,4290
14824,4289
6447,4287
4766,4281
2914,4280
19168,4277
16711,4276
6142,4275
11842,4274
18644,4273
400,4267
12774,4265
13488,4263
6251,4262
10429,4260
10799,4258
6679,4257
18378,4254
6077,4249
9160,4248
9032,4246
19695,4244
16918,4243
13820,4242
10358,4241
3280,4240
12806,4239
18639,4238
2380,4236
4588,4235
7538,4233
1751,4232
12620,4231
7129,4229
10611,4228
10245,4227
11775,4225
4361,4223
5062,4220
8228,4214
13355,4213
5741,4211
4672,4210
11996,4207
7415,4206
94,4205
7022,4202
9595,4201
8993,4199
17901,4198
11504,4197
19030,4195
4285,4194
7632,4193
8546,4191
6772,4190
9353,4186
16977,4185
13064,4184
2867,4183
612,4181
5854,4176
365,4172
14752,4167
1979,4166
19086,4165
2418,4163
8622,4162
16915,4161
9051,4159
15113,4158
1926,4156
6989,4154
16066,4153
13825,4151
11075,4149
1451,4142
5257,4141
16739,4140
9021,4137
9849,4136
809,4135
13691,4132
6630,4129
6206,4125
9676,4124
8749,4122
11696,4120
16676,4119
15195,4116
2603,4115
10656,4108
4840,4105
3162,4104
3915,4103
13284,4100
9943,4099
17149,4093
5806,4092
18212,4090
17494,4089
18471,4086
6289,4085
11576,4084
15592,4079
12881,4077
3347,4075
18300,4074
12004,4069
15100,4068
12276,4066
15183,4065
8195,4060
4429,4057
18000,4056
9410,4054
10274,4052
16668,4050
11265,4049
18255,4043
15222,4042
16224,4041
14410,4040
2403,4039
18181,4038
8881,4028
11681,4025
5049,4024
5144,4023
5501,4020
8357,4018
298,4017
16960,4016
5747,4014
780,4013
5271,4009
14698,4008
1652,4007
8619,4006
423,4005
18032,4003
5525,4000
12906,3999
5947,3998
509,3996
19864,3995
529,3991
16611,3990
19031,3989
5622,3987
11432,3986
476,3984
4763,3983
3245,3977
17883,3975
15563,3970
8611,3969
4754,3968
18234,3966
18017,3965
10257,3964
19460,3963
2867,3961
4479,3960
14594,3959
5326,3958
6911,3956
9960,3954
17027,3952
13041,3951
6330,3950
8930,3948
10335,3947
11501,3946
8168,3945
1811,3944
1916,3941
5597,3936
15387,3934
19615,3932
13313,3930
1040,3928
19862,3925
17651,3923
12587,3919
15596,3918
3420,3917
2075,3916
6658,3914
2075,3913
1583,3912
10117,3911
2119,3910
13769,3908
14636,3907
12216,3905
7560,3901
786,3899
9882,3898
13990,3896
8919,3895
14164,3894
10378,3887
10324,3886
15985,3884
16896,3883
13284,3882
9481,3878
3116,3877
4805,3874
18309,3873
3981,3869
8207,3865
10680,3863
4143,3860
5738,3856
975,3855
14510,3852
15285,3850
2072,3848
16978,3847
4613,3845
44,3844
335,3843
11611,3842
7610,3840
9290,3837
19160,3835
10764,3833
19169,3832
8707,3829
6993,3828
2607,3827
17388,3826
12473,3825
16161,3823
10839,3817
12739,3816
9547,3815
134,3814
2386,3813
7199,3811
1917,3807
2738,3806
13586,3805
8897,3803
16418,3801
18216,3796
7462,3794
18577,3791
19355,3790
10965,3787
16684,3786
17458,3785
14645,3781
13558,3779
6181,3778
19755,3776
6561,3774
11475,3773
18198,3770
1332,3769
1043,3768
6700,3764
18551,3763
6739,3762
16625,3761
7608,3760
8859,3758
15805,3757
8895,3756
3303,3755
1650,3754
14002,3753
11403,3752
8416,3750
15639,3749
13960,3748
10969,3747
15736,3744
10872,3743
12833,3741
7276,3739
11086,3738
7092,3734
10680,3726
7164,3723
19294,3722
10222,3721
11675,3715
9486,3714
1385,3713
3229,3712
16487,3711
6619,3710
11707,3708
17242,3701
18805,3698
19154,3696
4703,3694
6079,3692
3740,3691
15493,3688
15525,3685
15780,3684
1613,3683
7658,3681
9929,3680
9048,3679
7930,3678
8016,3676
14707,3675
1720,3668
14575,3666
7396,3665
6641,3659
7797,3655
5534,3652
9254,3651
9414,3650
19835,3649
10987,3648
18857,3647
7876,3646
14596,3645
11327,3643
15653,3642
9885,3639
7258,3637
13029,3635
16623,3633
13470,3632
15970,3630
14554,3628
7652,3626
5633,3624
3158,3623
573,3620
12635,3618
3932,3617
13036,3615
4422,3614
3744,3613
7322,3612
17278,3611
18799,3610
3462,3609
17439,3608
18827,3607
19356,3605
14539,3604
19993,3602
13761,3593
18472,3590
14801,3589
4950,3588
18734,3587
3402,3584
12510,3583
14415,3582
1576,3581
11555,3578
6079,3575
15180,3570
12470,3566
9837,3565
12999,3562
15156,3561
19467,3560
9306,3558
2560,3556
15099,3554
12985,3552
6195,3550
1032,3549
5799,3548
10224,3546
8587,3544
11731,3541
4097,3540
14691,3539
17285,3538
10603,3535
11532,3534
14777,3533
17099,3531
14784,3528
12928,3525
9506,3524
1402,3521
5731,3519
7672,3518
15,3517
45,3512
11500,3511
7431,3510
11962,3509
6888,3508
15437,3506
1078,3502
3507,3500
17624,3498
5923,3496
11602,3494
5140,3488
2712,3487
18646,3486
4469,3483
12683,3481
5528,3479
6994,3476
17379,3475
17510,3471
11408,3469
4079,3468
10677,3467
10724,3464
16489,3463
805,3461
15739,3460
8166,3459
18351,3458
10682,3457
8348,3455
16826,3453
15561,3451
15544,3448
16965,3446
1616,3445
8001,3443
18376,3441
13114,3440
1968,3437
10887,3436
10818,3435
2502,3432
519,3431
14682,3430
8085,3428
9686,3425
1538,3424
18949,3423
15982,3418
530,3417
17030,3416
7383,3408
15358,3406
7275,3404
15260,3403
7109,3399
5311,3398
11384,3397
11537,3396
19967,3395
18852,3394
19429,3392
15763,3391
6268,3390
18024,3385
15755,3379
17631,3378
13191,3377
17572,3376
1653,3372
263,3370
4396,3369
2412,3367
13169,3363
2045,3360
3876,3355
7042,3353
12052,3352
3129,3347
3546,3346
11010,3345
12901,3344
16819,3343
16063,3341
4966,3336
7496,3335
18281,3332
15484,3331
8902,3330
14677,3327
19731,3326
6453,3322
9631,3320
4110,3319
5972,3318
5402,3317
5041,3316
14634,3315
3952,3311
9642,3310
11712,3308
6654,3307
2544,3305
6581,3303
15411,3302
13878,3301
16708,3300
17626,3298
14458,3297
10891,3295
1819,3286
2410,3285
18759,3284
11484,3280
15130,3279
9463,3278
1205,3277
13665,3272
12285,3271
7764,3267
6293,3262
2313,3257
937,3256
8086,3255
9687,3254
5762,3252
18583,3251
12511,3250
17141,3248
17542,3243
104,3241
1452,3237
11166,3236
90,3234
17409,3233
16414,3232
6635,3228
17569,3226
4896,3225
16798,3224
3475,3223
8966,3222
12004,3221
18663,3220
17843,3219
17800,3217
4025,3215
15773,3212
17147,3210
3970,3208
8637,3207
12703,3203
17925,3199
6699,3190
2413,3189
19734,3185
843,3182
2633,3181
4611,3178
2204,3177
4926,3176
10106,3174
15299,3171
17803,3170
16867,3169
10479,3166
17982,3164
13032,3162
10189,3161
15463,3157
6069,3156
6849,3155
2751,3154
2184,3153
12695,3151
14930,3150
5225,3149
18675,3144
3108,3143
1211,3142
1388,3139
8468,3138
2372,3137
336,3136
9428,3135
10557,3134
9139,3131
10577,3128
2168,3125
14394,3122
12485,3118
18947,3117
201,3113
10561,3111
9407,3110
18807,3109
6874,3107
13283,3106
14296,3105
13673,3104
15079,3102
13574,3101
17712,3098
11782,3097
801,3096
4431,3094
3506,3093
5962,3090
19778,3087
16662,3083
16131,3082
9841,3079
629,3076
875,3073
12315,3072
14242,3066
10922,3064
1838,3061
15402,3060
4298,3058
14226,3057
19961,3056
3288,3055
10174,3054
5785,3053
1572,3052
13353,3050
15764,3045
12115,3044
9207,3043
19014,3039
6010,3038
14716,3036
9350,3034
872,3033
3882,3031
1259,3030
4214,3027
10156,3024
8836,3023
2197,3021
11870,3018
12230,3015
975,3014
18516,3013
19429,3012
9976,3011
16476,3008
19628,3001
17813,3000
3581,2994
4701,2993
5189,2991
10428,2990
17894,2988
1613,2985
10855,2984
6306,2983
10363,2982
7939,2980
5758,2979
15640,2971
9377,2970
15332,2969
16678,2968
6884,2967
17720,2966
17727,2964
6402,2963
1872,2962
3152,2958
5086,2957
238,2955
4832,2952
14361,2951
19173,2950
18261,2949
6831,2946
10675,2944
7012,2943
6795,2941
8327,2940
6930,2939
15691,2938
6888,2937
10578,2936
17403,2934
17406,2930
12561,2924
11127,2923
1232,2921
107,2920
10629,2918
4306,2916
4500,2915
8742,2913
13817,2912
8519,2911
943,2906
10412,2897
9334,2896
13701,2894
4443,2893
13602,2892
18651,2891
6209,2890
11766,2888
34,2884
14658,2881
15613,2879
15160,2878
11060,2875
5498,2874
9663,2873
7718,2864
18135,2862
3734,2860
11494,2859
14983,2858
360,2856
19036,2854
4838,2853
13365,2851
2247,2850
9099,2848
1021,2847
13407,2846
6789,2842
5964,2841
19003,2837
12058,2834
555,2833
4743,2832
6611,2831
9611,2828
10056,2824
12812,2822
9419,2821
13946,2820
8606,2817
15870,2816
9525,2815
11836,2814
12570,2812
18058,2807
6690,2806
4232,2804
15214,2802
17783,2801
17930,2797
15532,2793
1187,2790
10122,2789
2487,2788
3756,2787
14299,2785
2960,2783
122,2781
19832,2780
4279,2775
15971,2771
737,2768
4187,2767
18501,2764
380,2763
2934,2762
6466,2761
18642,2759
9040,2757
2713,2756
4775,2754
7302,2753
5158,2750
6087,2749
11477,2747
12999,2745
10876,2742
18875,2741
5565,2740
10134,2739
14416,2738
14405,2736
3627,2735
19068,2730
14589,2728
2316,2726
2713,2723
11735,2722
12120,2718
17899,2717
1188,2715
19678,2714
7955,2711
11482,2709
8220,2708
4307,2707
11528,2706
5059,2705
4966,2702
6196,2694
859,2693
5373,2692
2643,2689
9327,2688
1317,2686
11833,2683
9869,2681
15678,2680
15823,2679
14343,2676
1442,2674
12930,2671
8485,2670
8181,2668
9708,2664
11022,2662
17212,2661
4554,2656
4879,2655
138,2654
17913,2651
18658,2649
8413,2643
19403,2641
16144,2640
7019,2639
2264,2638
3515,2636
2852,2634
5507,2633
16426,2629
5441,2626
4595,2624
15744,2619
15782,2617
16636,2616
12592,2613
8196,2607
8598,2604
13721,2603
6339,2601
8830,2600
15064,2597
12095,2595
16349,2594
15614,2589
12719,2587
19888,2586
4469,2583
1566,2582
4156,2581
6044,2579
1,2577
1275,2573
6106,2572
12455,2571
15643,2570
18269,2568
4969,2567
1767,2565
13466,2563
10072,2561
10789,2560
7932,2558
10491,2557
18853,2552
10542,2550
7794,2548
6312,2547
7638,2546
15754,2543
9697,2542
8518,2541
1303,2540
2420,2538
10113,2535
8958,2534
2339,2532
6805,2529
5913,2523
17453,2522
11644,2519
8381,2515
11300,2511
12286,2510
8430,2503
9226,2501
11678,2500
3806,2495
3114,2494
17465,2493
18382,2492
18461,2491
10867,2489
18713,2485
12414,2484
9486,2479
18792,2476
11769,2470
15054,2465
17096,2464
10583,2462
15875,2461
8309,2460
740,2456
17519,2454
15852,2453
16125,2451
16700,2450
12456,2449
17553,2447
9600,2446
15401,2445
4882,2444
4154,2439
4328,2436
10017,2435
13326,2434
10659,2433
15301,2431
13851,2430
17682,2429
290,2428
16259,2427
13835,2426
15802,2425
4616,2424
8457,2422
13552,2421
1972,2420
10844,2417
4516,2414
3723,2413
8305,2410
17023,2408
13586,2405
19871,2402
13264,2398
4274,2397
2567,2396
4248,2394
10021,2393
9805,2392
14511,2389
15532,2387
10458,2385
8534,2381
14179,2376
10518,2372
1401,2370
13159,2369
13380,2366
10010,2362
5787,2361
18636,2360
11306,2358
16303,2357
12484,2354
7475,2351
3835,2350
894,2349
12846,2347
19916,2342
2191,2340
1041,2339
14373,2338
16096,2336
15172,2335
839,2331
711,2329
752,2328
3495,2327
13608,2326
10550,2320
3839,2319
3859,2315
15124,2313
10046,2312
12680,2310
18591,2308
4542,2306
15859,2304
7851,2302
4209,2299
8389,2298
1832,2297
18445,2296
10832,2294
1414,2293
13260,2292
9494,2290
19268,2289
85,2287
968,2284
16807,2281
14289,2279
11089,2278
15440,2276
13812,2275
3078,2274
10766,2272
1529,2268
9473,2264
19846,2260
17838,2259
12678,2258
16840,2251
18249,2249
5496,2248
12540,2247
2850,2246
17108,2245
12427,2243
5009,2240
6028,2239
18240,2238
15984,2236
5886,2235
11146,2234
11959,2231
740,2226
15110,2225
1334,2223
9913,2221
16540,2219
19765,2216
17566,2215
13780,2214
646,2213
7514,2212
1238,2211
13724,2210
4703,2203
5317,2201
1652,2200
2310,2195
4051,2191
3589,2187
6613,2183
7160,2178
19252,2173
6557,2172
10626,2171
12826,2169
6515,2168
4880,2167
16830,2165
10271,2164
12022,2163
5508,2161
10790,2160
19147,2159
8694,2157
18177,2156
672,2155
4575,2148
16627,2146
2800,2145
8689,2142
11428,2139
3319,2138
12523,2133
14298,2132
18830,2131
3908,2127
541,2126
5066,2124
6028,2123
19851,2121
17449,2119
6070,2117
10855,2115
16287,2114
10536,2107
3812,2102
17444,2101
144,2100
371,2093
4715,2092
722,2091
12871,2087
8843,2083
4354,2082
9107,2081
1524,2077
2366,2075
4253,2074
7097,2068
2230,2067
12003,2064
5493,2062
5041,2061
15148,2059
8438,2056
12827,2055
7291,2054
3295,2053
16302,2051
6807,2050
3372,2049
17402,2048
5968,2045
247,2044
10339,2041
14021,2040
18470,2036
1876,2033
6109,2030
17491,2029
2208,2028
18544,2026
17034,2025
15043,2021
257,2020
6807,2018
2575,2016
676,2015
6678,2011
7316,2009
16420,2008
12186,2006
8626,2004
9953,2002
8382,2001
10268,1998
7279,1997
14844,1995
1156,1992
17318,1991
6892,1990
7460,1989
10137,1987
1468,1986
13247,1984
15372,1979
13694,1976
19386,1975
3312,1974
17694,1973
4930,1972
1000,1971
15804,1970
16991,1969
10606,1967
6737,1966
10394,1965
7419,1963
8196,1960
3896,1958
9099,1955
10080,1954
3435,1953
14117,1950
17966,1945
17529,1944
11688,1943
14452,1942
13647,1941
19766,1939
6377,1938
6025,1937
7137,1936
10558,1935
3697,1934
9678,1930
7896,1928
16723,1923
6389,1922
13497,1920
14680,1919
2631,1916
9057,1915
5381,1910
12956,1908
12826,1907
4033,1906
4847,1902
7385,1900
12497,1899
127,1898
286,1897
19856,1896
9205,1890
4025,1889
8730,1887
15783,1886
5379,1884
10295,1883
12241,1880
11292,1879
13577,1876
1544,1875
10932,1874
18450,1873
14089,1872
10921,1870
12424,1868
947,1865
13656,1864
1952,1863
17421,1862
13809,1861
18947,1857
15020,1856
9771,1855
9909,1853
3081,1850
4470,1844
5610,1843
26,1841
13348,1840
19666,1838
6476,1834
10568,1833
8604,1832
12528,1830
9224,1828
8393,1825
1159,1824
8949,1821
8787,1819
12233,1817
18150,1816
18791,1815
16977,1813
10081,1812
13860,1810
2919,1809
7269,1808
7640,1807
9774,1806
1777,1803
11640,1801
3735,1794
388,1793
3767,1790
5699,1789
12158,1788
8692,1787
4052,1786
5028,1785
224,1784
16982,1782
14737,1781
4820,1780
7509,1778
18492,1777
1514,1773
11517,1770
11596,1768
9878,1767
19954,1766
16433,1765
9976,1764
9663,1763
7284,1762
4717,1761
13542,1760
16269,1759
13612,1755
10053,1754
2371,1753
9847,1751
17474,1749
969,1748
14110,1743
5517,1742
2912,1741
10351,1740
9335,1739
13629,1738
8944,1737
8968,1736
17268,1734
15737,1733
8328,1730
11967,1729
13766,1724
13079,1723
6553,1722
7382,1718
4545,1714
3646,1712
8838,1711
11825,1706
3134,1703
7973,1700
2146,1698
1619,1697
11153,1689
225,1688
4371,1686
12314,1685
3336,1684
19077,1683
11332,1682
9534,1681
5397,1680
7529,1679
13108,1678
4640,1677
16878,1676
7101,1675
131,1674
5334,1671
19850,1670
15607,1668
2645,1667
9349,1666
8014,1664
18437,1660
5524,1659
18846,1656
13380,1653
4674,1650
218,1649
1129,1648
3221,1647
13748,1646
756,1645
9561,1644
9142,1640
16074,1639
1479,1637
12444,1636
965,1635
6072,1632
8592,1631
19422,1630
15828,1626
19158,1624
11565,1623
2933,1622
8039,1618
19316,1617
6975,1614
3421,1612
6727,1611
14862,1609
216,1607
10048,1606
8848,1602
2975,1601
10462,1600
15865,1599
11293,1598
18217,1594
13428,1593
4911,1592
14264,1591
9374,1589
18820,1586
16783,1581
11427,1579
16550,1578
16771,1576
10465,1569
14793,1568
488,1566
10245,1565
11753,1564
13809,1563
16935,1561
10378,1560
6378,1558
9512,1553
5744,1551
9218,1550
5745,1549
169,1548
1788,1546
19914,1544
11761,1543
1106,1542
10875,1540
3106,1537
6171,1532
1042,1531
1176,1530
19521,1529
4858,1527
2637,1526
7858,1520
19742,1519
3829,1518
1210,1517
2120,1515
10636,1514
320,1513
288,1510
10909,1509
16800,1508
19627,1500
14047,1496
15928,1492
14478,1491
7714,1489
12544,1487
12414,1485
10142,1482
17785,1480
12969,1479
10431,1476
3392,1473
5279,1470
1763,1464
19710,1462
16770,1461
1484,1460
4135,1457
11010,1454
4611,1449
14147,1448
16732,1446
19529,1443
10272,1442
6732,1441
15074,1437
12743,1436
11926,1435
3708,1432
13366,1429
6542,1426
14860,1425
6764,1424
19744,1423
17002,1422
4526,1421
16075,1419
8528,1416
19906,1415
4647,1411
14897,1409
5836,1407
10083,1406
7695,1403
12748,1400
825,1395
10956,1392
15060,1389
15462,1388
1516,1384
13201,1380
6051,1378
13574,1377
4339,1376
7912,1373
14049,1369
3608,1368
4743,1367
8708,1365
16919,1363
7086,1362
7610,1361
9854,1358
8213,1356
9322,1355
9778,1354
611,1352
8756,1349
6797,1348
7711,1347
10982,1342
18356,1336
5062,1334
6911,1332
11603,1328
6538,1326
7223,1324
4716,1323
572,1322
9876,1321
16394,1319
8825,1316
7992,1314
10541,1313
15298,1312
6835,1311
2957,1310
6533,1309
19624,1304
936,1302
12595,1301
84,1296
1351,1295
18321,1294
17899,1293
19699,1292
6983,1290
12509,1287
10981,1286
15267,1284
3283,1283
10732,1280
738,1278
17399,1277
13454,1272
5253,1271
7869,1270
12918,1267
8144,1264
1472,1261
18524,1256
9158,1248
19127,1245
9641,1241
12650,1239
17319,1235
10917,1234
14625,1232
14021,1231
17803,1230
19520,1229
14431,1227
8949,1226
8628,1225
2044,1224
6039,1214
7987,1213
5813,1211
18693,1209
3763,1208
19242,1207
17626,1206
10327,1205
16095,1204
10343,1203
5640,1201
2708,1200
19081,1197
19916,1195
5774,1189
2657,1187
10594,1180
12182,1175
11893,1172
9487,1171
10509,1166
